split_seed,task,expert_a,expert_b,episode_count,accuracy_a_win_rate,accuracy_tie_rate,accuracy_b_win_rate,mean_accuracy_a_minus_b,accuracy_delta_ci_low,accuracy_delta_ci_high,loss_a_win_rate,loss_tie_rate,loss_b_win_rate,mean_loss_b_minus_a,analysis_only_query_label_derived
0,pneumoniamnist,shared,single,18,0.5555555555555556,0.16666666666666666,0.2777777777777778,0.0013888925313949585,-0.018055556548966303,0.018055564827389188,0.3333333333333333,0.0,0.6666666666666666,0.01829365889231364,True
0,pneumoniamnist,shared,source_bloodmnist,18,0.6111111111111112,0.05555555555555555,0.3333333333333333,0.026388888557751972,-0.0027777751286824546,0.05833333068423801,0.4444444444444444,0.0,0.5555555555555556,0.030347084005673725,True
0,pneumoniamnist,shared,source_breastmnist,18,0.6111111111111112,0.16666666666666666,0.2222222222222222,0.004166659381654527,-0.030555562840567693,0.034722215682268145,0.6111111111111112,0.0,0.3888888888888889,0.08547768990198772,True
0,pneumoniamnist,shared,source_dermamnist,18,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.005555560191472371,-0.016666664100355572,0.029166671964857314,0.7777777777777778,0.0,0.2222222222222222,0.009067537056075202,True
0,pneumoniamnist,shared,source_organmnist,18,0.6111111111111112,0.2777777777777778,0.1111111111111111,0.013888889716731178,-0.002777774300840166,0.027777786056200664,0.6666666666666666,0.0,0.3333333333333333,0.03483995464113024,True
0,pneumoniamnist,shared,source_pathmnist,18,0.3888888888888889,0.2222222222222222,0.3888888888888889,0.0027777834071053397,-0.03055554959509108,0.034722232156329684,0.2222222222222222,0.0,0.7777777777777778,0.028484048114882574,True
0,pneumoniamnist,single,source_bloodmnist,18,0.7222222222222222,0.0,0.2777777777777778,0.024999996026357014,-0.006944461001290215,0.05694443989131186,0.4444444444444444,0.0,0.5555555555555556,0.012053425113360086,True
0,pneumoniamnist,single,source_breastmnist,18,0.5,0.05555555555555555,0.4444444444444444,0.002777766850259569,-0.019444454047414992,0.023611105150646634,0.7777777777777778,0.0,0.2222222222222222,0.06718403100967407,True
0,pneumoniamnist,single,source_dermamnist,18,0.5,0.2222222222222222,0.2777777777777778,0.004166667660077413,-0.020833341694540448,0.027777791106038622,0.7222222222222222,0.0,0.2777777777777778,-0.009226121836238436,True
0,pneumoniamnist,single,source_organmnist,18,0.4444444444444444,0.2777777777777778,0.2777777777777778,0.012499997185336219,-0.006944434510336982,0.03614583899163487,0.9444444444444444,0.0,0.05555555555555555,0.016546295748816595,True
